0, 1607, 1, 0, 2021-04-22 21:30:02 UTC
1, 1603, 2, 0, 2021-04-22 21:30:05 UTC
2, 1595, 2, 0, 2021-04-22 21:30:07 UTC
3, 1596, -1, 0, 2021-04-22 21:30:14 UTC
4, 1599, 0, 0, 2021-04-22 21:30:17 UTC
5, 1600, 1, 0, 2021-04-22 21:30:22 UTC
6, 1604, 0, 0, 2021-04-22 21:30:35 UTC
7, 1596, 0, 0, 2021-04-22 21:30:37 UTC
8, 1608, 3, 0, 2021-04-22 21:30:48 UTC
9, 1605, 3, 0, 2021-04-22 21:30:54 UTC
10, 1601, 3, 0, 2021-04-22 21:31:02 UTC
11, 1597, 1, 0, 2021-04-22 21:31:08 UTC
12, 1606, 1, 0, 2021-04-22 21:31:10 UTC
13, 1598, 3, 0, 2021-04-22 21:31:18 UTC
14, 1609, 2, 0, 2021-04-22 21:31:21 UTC
15, 1602, -1, 0, 2021-04-22 21:31:24 UTC
16, 1610, 0, 0, 2021-04-22 21:31:27 UTC
17, 1602, 2, 0, 2021-04-22 21:31:29 UTC